Name,Current Price,Original Price,Discount,Brand,Rating,Review Count,Image URL,Product URL
TOUPHY T-shirts Cotton 2 Pcs Shirts Men's Cotton Short Sleeve,6485 -  6900,11039,41%,N/A,3.6,222,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/523676/1.jpg?1634","https://www.jumia.com.ng/touphy-t-shirts-cotton-2-pcs-shirts-mens-cotton-short-sleeve-67632565.html"
Men's Sneakers Casual Board Shoes Thick Bottom Lace Up Shoes,13535,25104,46%,N/A,4.1,180,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/4944703/1.jpg?8358","https://www.jumia.com.ng/fashion-mens-sneakers-casual-board-shoes-thick-bottom-lace-up-shoes-307449428.html"
GALUIN GALUIN Men's Trendy Casual Sneakers - White,12635,21264,41%,N/A,3.9,215,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/9118733/1.jpg?8906","https://www.jumia.com.ng/galuin-galuin-mens-trendy-casual-sneakers-white-337811918.html"
Ladies Sexy Lace Panties - Set Of 6 M/L HIPS,3700 -  3900,N/A,N/A,N/A,3.5,113,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/5862473/1.jpg?5692","https://www.jumia.com.ng/fashion-ladies-sexy-lace-panties-set-of-6-ml-hips-374268528.html"
ALagzi 2025 New Men's Fashion Sneakers - Black,16545,48199,66%,N/A,4,404,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/07/6767042/1.jpg?5853","https://www.jumia.com.ng/alagzi-2025-new-mens-fashion-sneakers-black-240767670.html"
ASHION Men's Casual Slip-On Loafers Breathable And Lightweight Non-Slip Shoes,7425,13799,46%,N/A,4,252,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/4984552/1.jpg?5938","https://www.jumia.com.ng/ashion-mens-casual-slip-on-loafers-breathable-and-lightweight-non-slip-shoes-255489459.html"
Fashion Men's Business Shoes Men's Leather Shoes Casual Office Shoes,14518,20128,28%,N/A,4,148,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/3413943/1.jpg?4126","https://www.jumia.com.ng/generic-fashion-mens-business-shoes-mens-leather-shoes-casual-office-shoes-349314303.html"
2-in-1 Men's Fashion Short Sleeve Set With Smiley Printed T-shirt And Shorts Set - Black,9025,14837,39%,N/A,N/A,N/A,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/3776573/1.jpg?3050","https://www.jumia.com.ng/fashion-2-in-1-mens-fashion-short-sleeve-set-with-smiley-printed-t-shirt-and-shorts-set-black-375677326.html"
Men's Fashion Long Sleeve Striped Shirt New Upgraded O-neck Casual T Shirt-Black,4710 -  5265,5919,20%,N/A,N/A,N/A,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/5282763/1.jpg?3382","https://www.jumia.com.ng/fashion-mens-fashion-long-sleeve-striped-shirt-new-upgraded-o-neck-casual-t-shirt-black-367282534.html"
Men's Casual Short Sleeve Shirt – Stylish Button-Down – Lightweight & Comfortable,5495,9420,42%,N/A,N/A,N/A,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/4826004/1.jpg?8098","https://www.jumia.com.ng/fashion-mens-casual-short-sleeve-shirt-stylish-button-down-lightweight-comfortable-400628439.html"
Berrykey Men's 2 In 1 Short Sleeve T-Shirt & Shorts Set - Navy,8502,15941,47%,N/A,N/A,N/A,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/103653/1.jpg?6536","https://www.jumia.com.ng/berrykey-mens-2-in-1-short-sleeve-t-shirt-shorts-set-navy-35630145.html"
ASHION Men's Classic White Sneakers Sleek Comfortable Casual Leather Shoes And Durable,11000,24000,54%,N/A,N/A,N/A,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/4185592/1.jpg?5123","https://www.jumia.com.ng/ashion-mens-classic-white-sneakers-sleek-comfortable-casual-leather-shoes-and-durable-295581409.html"
2-in-1 Men's Short Sleeve Set With Smiley Printed T-shirt And Shorts Set - White,7520,12764,41%,N/A,N/A,N/A,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/1676573/1.jpg?2964","https://www.jumia.com.ng/fashion-2-in-1-mens-short-sleeve-set-with-smiley-printed-t-shirt-and-shorts-set-white-375676152.html"
ASHION Men's Vintage Floral Canvas Sneakers - Stylish Comfortable And Unique,14990,26517,43%,N/A,N/A,N/A,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/2018392/1.jpg?1502","https://www.jumia.com.ng/ashion-mens-vintage-floral-canvas-sneakers-stylish-comfortable-and-unique-293810253.html"
Men's Fashion 1997 Short Sleeved T-shirt And Shorts 2-in-1 Set - White,7065 -  7520,12230,42%,N/A,N/A,N/A,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/33/0777073/1.jpg?6468","https://www.jumia.com.ng/fashion-mens-fashion-1997-short-sleeved-t-shirt-and-shorts-2-in-1-set-white-370777033.html"
FNGEEN Fngeen Top Luxury Mechanical Watch,9796,13098,25%,FNGEEN,N/A,N/A,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/0712972/1.jpg?3429","https://www.jumia.com.ng/fngeen-fngeen-top-luxury-mechanical-watch-279217066.html"
3-in-1 Summer Sleeveless Camisole T-shirt (black+gray+white),11135 -  11847,16137,31%,N/A,N/A,N/A,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/7916803/1.jpg?2735","https://www.jumia.com.ng/fashion-3-in-1-summer-sleeveless-camisole-t-shirt-blackgraywhite-308619771.html"
Berrykey Men's Hawaiian Ink Print  Bottom-Down Beach Short Sleeve T-Shirt Casual Tops,8775,15729,44%,N/A,N/A,N/A,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/11/5986233/1.jpg?3036","https://www.jumia.com.ng/berrykey-mens-hawaiian-ink-print-bottom-down-beach-short-sleeve-t-shirt-casual-tops-332689511.html"
Men Oxfords Office Loafers PU Suede Wedding Formal Chelsea Shoes Corporate Black,24043,40750,41%,N/A,N/A,N/A,"https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/1306762/1.jpg?3737","https://www.jumia.com.ng/men-oxfords-office-loafers-pu-suede-wedding-formal-chelsea-shoes-corporate-black-fashion-mpg4310457.html"
